sequence_name,frame_number,label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,H,D,P40,image_sample
adl-02,070,-1,3.0353,3.078,0.5326,119.8569,0.93069,1712.4665,901.9921,0.13699,./data/adl_imgs/adl-02-cam0-d-070.png
adl-02,071,-1,2.9405,3.1054,0.56444,119.4544,0.88905,1635.8505,881.4437,0.14901,./data/adl_imgs/adl-02-cam0-d-071.png
adl-02,072,-1,2.6163,2.908,0.58026,123.198,0.81076,1491.8055,851.6381,0.16138,./data/adl_imgs/adl-02-cam0-d-072.png
adl-02,073,-1,2.8556,3.0446,0.48353,119.2098,0.90513,1665.436,892.5966,0.1436,./data/adl_imgs/adl-02-cam0-d-073.png
adl-02,074,-1,3.0575,3.074,0.50294,117.2314,0.93657,1723.2883,904.2858,0.13592,./data/adl_imgs/adl-02-cam0-d-074.png
adl-02,075,-1,2.5778,2.7688,0.56125,119.271,0.80945,1489.3839,853.9644,0.13593,./data/adl_imgs/adl-02-cam0-d-075.png
adl-02,076,-1,2.8652,2.8602,0.55272,117.5722,0.89401,1644.9829,899.2221,0.11966,./data/adl_imgs/adl-02-cam0-d-076.png
adl-02,077,-1,2.9773,2.9174,0.55344,115.9626,0.90233,1660.2802,898.1919,0.11967,./data/adl_imgs/adl-02-cam0-d-077.png
adl-02,078,-1,2.8427,2.8523,0.54896,114.0353,0.89444,1645.7614,893.579,0.11124,./data/adl_imgs/adl-02-cam0-d-078.png
adl-02,079,-1,2.5761,2.8529,0.56412,112.2699,0.81239,1494.7939,864.75,0.12374,./data/adl_imgs/adl-02-cam0-d-079.png
adl-02,080,-1,2.5213,2.8011,0.54749,113.1768,0.81932,1507.544,860.5267,0.1238,./data/adl_imgs/adl-02-cam0-d-080.png
adl-02,081,-1,2.5699,2.8294,0.56962,113.1758,0.82605,1519.9358,858.6273,0.12179,./data/adl_imgs/adl-02-cam0-d-081.png
adl-02,082,-1,2.102,2.5491,0.54191,114.0755,0.7164,1318.1705,776.7158,0.15457,./data/adl_imgs/adl-02-cam0-d-082.png
adl-02,083,-1,2.4545,2.8285,0.54687,115.3898,0.84041,1546.3596,861.6306,0.13576,./data/adl_imgs/adl-02-cam0-d-083.png
adl-02,084,-1,1.2323,1.1913,0.64787,137.198,0.83562,1537.5321,1120.7266,0.0,./data/adl_imgs/adl-02-cam0-d-084.png
adl-02,085,-1,2.6739,3.34,0.5201,99.2592,0.82435,1516.8127,848.5827,0.15292,./data/adl_imgs/adl-02-cam0-d-085.png
adl-02,086,-1,2.4095,2.8718,0.46859,116.4018,0.83055,1528.2063,862.0448,0.14605,./data/adl_imgs/adl-02-cam0-d-086.png
adl-02,087,-1,2.4231,2.9345,0.45879,120.6237,0.81136,1492.9084,863.1993,0.1403,./data/adl_imgs/adl-02-cam0-d-087.png
adl-02,088,-1,1.1538,1.1605,0.59543,133.1486,0.805,1481.2048,1108.1745,0.0,./data/adl_imgs/adl-02-cam0-d-088.png
adl-02,089,-1,2.4854,3.1052,0.46761,136.0175,0.80366,1478.7307,830.8268,0.1747,./data/adl_imgs/adl-02-cam0-d-089.png
adl-02,090,-1,2.5921,3.3681,0.60974,129.4745,0.61954,1139.9612,666.6753,0.26235,./data/adl_imgs/adl-02-cam0-d-090.png
adl-02,091,-1,2.3455,3.1248,0.4735,140.3653,0.79256,1458.3149,812.6043,0.20487,./data/adl_imgs/adl-02-cam0-d-091.png
adl-02,092,-1,2.3545,3.0958,0.47434,138.629,0.79232,1457.8661,803.777,0.20986,./data/adl_imgs/adl-02-cam0-d-092.png
adl-02,093,-1,2.8791,3.669,0.52986,127.0811,0.78832,1450.5008,776.1226,0.23225,./data/adl_imgs/adl-02-cam0-d-093.png
adl-02,094,-1,2.8462,3.6607,0.54432,119.4473,0.77649,1428.7456,780.2363,0.2266,./data/adl_imgs/adl-02-cam0-d-094.png
adl-02,095,-1,2.4182,2.9913,0.47512,127.8154,0.78816,1450.2066,799.3707,0.20062,./data/adl_imgs/adl-02-cam0-d-095.png
adl-02,096,-1,2.4722,2.8493,0.49976,129.4196,0.79653,1465.618,819.4904,0.17625,./data/adl_imgs/adl-02-cam0-d-096.png
adl-02,097,-1,2.486,2.8602,0.54002,122.674,0.78819,1450.2708,823.8646,0.16682,./data/adl_imgs/adl-02-cam0-d-097.png
adl-02,098,-1,2.63,3.0898,0.58388,122.8158,0.7906,1454.6978,815.2361,0.16052,./data/adl_imgs/adl-02-cam0-d-098.png
adl-02,099,-1,2.4953,2.6419,0.51535,120.8991,0.78878,1451.3531,842.184,0.11187,./data/adl_imgs/adl-02-cam0-d-099.png
adl-02,100,-1,2.68,2.8928,0.56086,120.1013,0.78228,1439.4042,822.6092,0.11982,./data/adl_imgs/adl-02-cam0-d-100.png
adl-02,101,-1,2.4495,2.6173,0.53187,120.5854,0.78674,1447.5925,810.1675,0.13263,./data/adl_imgs/adl-02-cam0-d-101.png
adl-02,102,-1,2.5364,2.6299,0.51287,121.5387,0.82312,1514.5454,801.8613,0.14219,./data/adl_imgs/adl-02-cam0-d-102.png
adl-02,103,-1,2.3707,2.6879,0.53975,128.8627,0.80588,1482.8251,800.9346,0.16477,./data/adl_imgs/adl-02-cam0-d-103.png
adl-02,104,-1,2.3017,2.7595,0.56632,129.8448,0.78615,1446.5208,789.1254,0.1809,./data/adl_imgs/adl-02-cam0-d-104.png
adl-02,105,-1,2.6864,2.9186,0.50235,133.3776,0.89378,1644.5606,818.643,0.17365,./data/adl_imgs/adl-02-cam0-d-105.png
adl-02,106,-1,2.6557,2.9049,0.49087,138.8219,0.89578,1648.2301,820.937,0.18054,./data/adl_imgs/adl-02-cam0-d-106.png
adl-02,107,-1,2.626,2.9344,0.49873,140.8922,0.89267,1642.5133,832.0094,0.17932,./data/adl_imgs/adl-02-cam0-d-107.png
adl-02,108,-1,2.624,2.8398,0.48459,147.2347,0.88497,1628.3408,833.3184,0.17435,./data/adl_imgs/adl-02-cam0-d-108.png
adl-02,109,-1,2.4884,2.7652,0.49289,148.4325,0.87334,1606.9392,840.6762,0.16737,./data/adl_imgs/adl-02-cam0-d-109.png
adl-02,110,-1,2.9167,3.1303,0.5836,134.7173,0.86672,1594.7714,827.7795,0.17634,./data/adl_imgs/adl-02-cam0-d-110.png
adl-02,111,-1,2.4419,2.6268,0.53572,149.5532,0.87072,1602.1186,842.7286,0.16037,./data/adl_imgs/adl-02-cam0-d-111.png
adl-02,112,-1,2.4297,2.6126,0.5459,146.4393,0.86446,1590.6063,848.903,0.15508,./data/adl_imgs/adl-02-cam0-d-112.png
adl-02,113,-1,2.4724,2.6126,0.5564,145.4492,0.85294,1569.4103,856.7595,0.14995,./data/adl_imgs/adl-02-cam0-d-113.png
adl-02,114,-1,2.8036,2.976,0.59571,130.7391,0.84733,1559.0785,845.4072,0.15819,./data/adl_imgs/adl-02-cam0-d-114.png
adl-02,115,-1,2.528,2.5465,0.58263,146.8137,0.8236,1515.4233,859.7178,0.1423,./data/adl_imgs/adl-02-cam0-d-115.png
adl-02,116,-1,2.488,2.5589,0.58691,144.821,0.81875,1506.5082,838.4131,0.15195,./data/adl_imgs/adl-02-cam0-d-116.png
adl-02,117,-1,2.456,2.5026,0.58822,144.9762,0.79829,1468.8507,827.139,0.15461,./data/adl_imgs/adl-02-cam0-d-117.png
adl-02,118,-1,2.4634,2.5077,0.60584,144.7059,0.78433,1443.1618,810.5296,0.16431,./data/adl_imgs/adl-02-cam0-d-118.png
adl-02,119,-1,2.4435,2.4747,0.60707,144.5411,0.77116,1418.9269,800.9021,0.16428,./data/adl_imgs/adl-02-cam0-d-119.png
adl-02,120,-1,2.439,2.4584,0.59509,143.1624,0.7533,1386.0652,776.2138,0.17688,./data/adl_imgs/adl-02-cam0-d-120.png
adl-02,121,-1,2.4032,2.4879,0.5965,142.0178,0.74363,1368.2852,764.5055,0.18519,./data/adl_imgs/adl-02-cam0-d-121.png
adl-02,122,-1,2.4344,2.4521,0.60802,142.2721,0.73093,1344.9101,760.0639,0.18206,./data/adl_imgs/adl-02-cam0-d-122.png
adl-02,123,-1,2.3967,2.4415,0.61117,139.9251,0.71701,1319.2996,750.5206,0.18223,./data/adl_imgs/adl-02-cam0-d-123.png
adl-02,124,-1,2.3636,2.3499,0.52537,141.9547,0.70368,1294.7683,795.9747,0.12139,./data/adl_imgs/adl-02-cam0-d-124.png
adl-02,125,-1,2.3443,2.2846,0.59002,140.1042,0.70475,1296.7352,720.0622,0.18463,./data/adl_imgs/adl-02-cam0-d-125.png
adl-02,126,-1,2.192,2.1926,0.59924,141.4618,0.67546,1242.8498,705.7286,0.18632,./data/adl_imgs/adl-02-cam0-d-126.png
adl-02,127,-1,2.0894,2.1119,0.63143,141.6608,0.63621,1170.6255,684.9402,0.18893,./data/adl_imgs/adl-02-cam0-d-127.png
adl-02,128,-1,2.072,2.0362,0.61544,142.3384,0.64519,1187.1554,669.9458,0.18675,./data/adl_imgs/adl-02-cam0-d-128.png
adl-02,129,-1,1.9231,1.9313,0.61055,143.6397,0.62082,1142.3017,653.0051,0.18727,./data/adl_imgs/adl-02-cam0-d-129.png
adl-02,130,-1,1.8397,1.8435,0.62953,145.0111,0.60355,1110.5335,633.649,0.19587,./data/adl_imgs/adl-02-cam0-d-130.png
adl-02,131,-1,1.7803,1.7378,0.65061,147.3315,0.57877,1064.9427,608.3551,0.21564,./data/adl_imgs/adl-02-cam0-d-131.png
adl-02,132,-1,1.6715,1.6886,0.64154,147.8492,0.56903,1047.0158,585.0338,0.24639,./data/adl_imgs/adl-02-cam0-d-132.png
adl-02,133,-1,1.6691,1.6173,0.66005,150.7832,0.56698,1043.2372,557.8712,0.27924,./data/adl_imgs/adl-02-cam0-d-133.png
adl-02,134,-1,1.6,1.5582,0.63807,153.7472,0.54572,1004.1257,531.93,0.3068,./data/adl_imgs/adl-02-cam0-d-134.png
adl-02,135,-1,1.6,1.4902,0.61642,155.5241,0.52902,973.4015,512.0779,0.32926,./data/adl_imgs/adl-02-cam0-d-135.png
adl-02,136,-1,1.6154,1.4752,0.58778,157.4382,0.5319,978.7018,497.9505,0.35378,./data/adl_imgs/adl-02-cam0-d-136.png
adl-02,137,-1,1.5634,1.4006,0.59393,158.8442,0.5101,938.5827,484.6442,0.36965,./data/adl_imgs/adl-02-cam0-d-137.png
adl-02,138,-1,1.4667,1.356,0.56139,159.6783,0.50693,932.7515,476.6721,0.38632,./data/adl_imgs/adl-02-cam0-d-138.png
adl-02,139,-1,1.3974,1.3012,0.57902,160.7681,0.49223,905.7028,465.3556,0.40536,./data/adl_imgs/adl-02-cam0-d-139.png
adl-02,140,-1,1.3896,1.2709,0.5589,162.5933,0.49771,915.7955,456.0127,0.42527,./data/adl_imgs/adl-02-cam0-d-140.png
adl-02,141,-1,1.3247,1.2192,0.56299,162.7108,0.47238,869.1835,443.4856,0.44462,./data/adl_imgs/adl-02-cam0-d-141.png
adl-02,142,-1,1.2941,1.1882,0.57936,164.1112,0.46067,847.6291,435.1748,0.45684,./data/adl_imgs/adl-02-cam0-d-142.png
adl-02,143,-1,1.2903,1.1842,0.57132,165.361,0.46599,857.4229,437.2715,0.45723,./data/adl_imgs/adl-02-cam0-d-143.png
adl-02,144,-1,1.2857,1.1465,0.57376,167.7425,0.46823,861.5349,436.5812,0.45802,./data/adl_imgs/adl-02-cam0-d-144.png
adl-02,145,-1,1.2792,1.1246,0.57486,169.0753,0.47111,866.8391,435.5534,0.45917,./data/adl_imgs/adl-02-cam0-d-145.png
adl-02,146,-1,1.2611,1.0426,0.51119,174.9426,0.47111,866.8391,408.2178,0.50809,./data/adl_imgs/adl-02-cam0-d-146.png
adl-02,147,-1,1.2774,1.1379,0.56452,168.1756,0.47186,868.223,432.1305,0.46413,./data/adl_imgs/adl-02-cam0-d-147.png
adl-02,148,-1,1.2774,1.1437,0.56266,168.5436,0.47186,868.223,435.5156,0.45819,./data/adl_imgs/adl-02-cam0-d-148.png
adl-02,149,-1,1.2645,1.0745,0.51801,175.4427,0.46617,857.7475,414.0801,0.50289,./data/adl_imgs/adl-02-cam0-d-149.png
adl-02,150,-1,1.2564,1.1405,0.55841,169.351,0.46547,856.4725,432.3213,0.46556,./data/adl_imgs/adl-02-cam0-d-150.png
adl-02,151,-1,1.25,1.1011,0.54497,171.8197,0.46617,857.7475,430.3782,0.47231,./data/adl_imgs/adl-02-cam0-d-151.png
adl-02,152,-1,1.2405,1.0801,0.50565,177.209,0.4638,853.3907,412.6261,0.51089,./data/adl_imgs/adl-02-cam0-d-152.png
adl-02,153,-1,1.2357,1.1346,0.56044,170.0942,0.4638,853.3907,432.2371,0.46731,./data/adl_imgs/adl-02-cam0-d-153.png
adl-02,154,-1,1.2436,1.0763,0.52035,177.6926,0.46044,847.2095,414.6863,0.50826,./data/adl_imgs/adl-02-cam0-d-154.png
adl-02,155,-1,1.2138,1.0766,0.51015,178.219,0.46104,848.3101,413.532,0.51447,./data/adl_imgs/adl-02-cam0-d-155.png
adl-02,156,-1,1.2075,1.1218,0.55968,171.1208,0.45856,843.7466,431.9417,0.46763,./data/adl_imgs/adl-02-cam0-d-156.png
adl-02,157,-1,1.1497,1.1122,0.53334,172.8859,0.4585,843.6432,429.5866,0.47553,./data/adl_imgs/adl-02-cam0-d-157.png
adl-02,158,-1,1.1914,1.1206,0.54366,172.2701,0.4585,843.6432,428.1456,0.47964,./data/adl_imgs/adl-02-cam0-d-158.png
adl-02,159,-1,1.1707,1.0964,0.53217,174.335,0.45861,843.85,430.4188,0.47592,./data/adl_imgs/adl-02-cam0-d-159.png
adl-02,160,-1,1.1768,1.0845,0.47962,182.2139,0.45861,843.85,409.9805,0.53633,./data/adl_imgs/adl-02-cam0-d-160.png
adl-02,161,-1,1.1829,1.0871,0.48108,182.818,0.46022,846.799,409.628,0.53639,./data/adl_imgs/adl-02-cam0-d-161.png
adl-02,162,-1,1.1697,1.0935,0.48296,184.2088,0.45856,843.7466,411.3986,0.53336,./data/adl_imgs/adl-02-cam0-d-162.png
adl-02,163,-1,1.1768,1.1002,0.53437,176.1654,0.45792,842.5779,424.2582,0.48469,./data/adl_imgs/adl-02-cam0-d-163.png
adl-02,164,-1,1.1636,1.0959,0.48791,184.2356,0.45781,842.3727,410.1799,0.53652,./data/adl_imgs/adl-02-cam0-d-164.png
adl-02,165,-1,1.1557,1.0868,0.48162,183.8485,0.45792,842.5779,409.1618,0.53939,./data/adl_imgs/adl-02-cam0-d-165.png
adl-02,166,-1,1.1497,1.0747,0.4825,184.79,0.4558,838.666,408.5116,0.54082,./data/adl_imgs/adl-02-cam0-d-166.png
adl-02,167,-1,1.1557,1.0906,0.52329,177.8707,0.45792,842.5779,423.328,0.4952,./data/adl_imgs/adl-02-cam0-d-167.png
adl-02,168,-1,1.1557,1.0718,0.47538,185.2222,0.45792,842.5779,408.6515,0.53896,./data/adl_imgs/adl-02-cam0-d-168.png
adl-02,169,-1,1.1627,1.0548,0.47216,185.2483,0.45792,842.5779,412.1665,0.53368,./data/adl_imgs/adl-02-cam0-d-169.png
adl-02,170,-1,1.1497,1.0414,0.47421,185.2885,0.45787,842.4753,410.8063,0.53292,./data/adl_imgs/adl-02-cam0-d-170.png
adl-02,171,-1,1.1697,1.0394,0.48391,184.1288,0.45792,842.5779,411.5387,0.52842,./data/adl_imgs/adl-02-cam0-d-171.png
adl-02,172,-1,1.1687,1.0857,0.5363,174.6345,0.46044,847.2095,431.8237,0.47189,./data/adl_imgs/adl-02-cam0-d-172.png
adl-02,173,-1,1.1627,1.0385,0.49385,182.9852,0.46279,851.5331,412.8211,0.5158,./data/adl_imgs/adl-02-cam0-d-173.png
adl-02,174,-1,1.1902,1.0342,0.50063,182.3546,0.46307,852.0462,414.0086,0.50887,./data/adl_imgs/adl-02-cam0-d-174.png
adl-02,175,-1,1.1818,1.0597,0.49542,183.0203,0.46217,850.3977,410.184,0.51267,./data/adl_imgs/adl-02-cam0-d-175.png
adl-02,176,-1,1.1879,1.0467,0.49975,181.7309,0.46497,855.5489,412.5713,0.50643,./data/adl_imgs/adl-02-cam0-d-176.png
adl-02,177,-1,1.1879,1.0539,0.50037,180.4682,0.46805,861.2066,414.8961,0.50241,./data/adl_imgs/adl-02-cam0-d-177.png
adl-02,178,-1,1.2147,1.0567,0.51109,180.7507,0.47012,865.0171,419.5674,0.48833,./data/adl_imgs/adl-02-cam0-d-178.png
adl-02,179,-1,1.2209,1.1379,0.56469,173.7095,0.4715,867.5599,448.4473,0.43828,./data/adl_imgs/adl-02-cam0-d-179.png
adl-02,180,-1,1.227,1.152,0.56834,173.4665,0.47487,873.767,446.6614,0.43847,./data/adl_imgs/adl-02-cam0-d-180.png
adl-03,001,-1,3.7959,4.1115,0.65394,135.8626,0.92487,1701.757,950.8646,0.061577,./data/adl_imgs/adl-03-cam0-d-001.png
adl-03,002,-1,3.5769,3.8409,0.63627,142.643,0.91439,1682.4837,934.291,0.058986,./data/adl_imgs/adl-03-cam0-d-002.png
adl-03,003,-1,2.2364,2.4371,0.62927,147.5741,0.92462,1701.2972,1163.6291,0.0,./data/adl_imgs/adl-03-cam0-d-003.png
adl-03,004,-1,3.2857,3.3777,0.65936,135.9356,0.92027,1693.2889,934.8691,0.06859,./data/adl_imgs/adl-03-cam0-d-004.png
adl-03,005,-1,3.1475,3.3335,0.64037,133.8372,0.91914,1691.22,920.0062,0.088933,./data/adl_imgs/adl-03-cam0-d-005.png
adl-03,006,-1,3.1129,3.1082,0.61382,126.4247,0.96116,1768.5334,942.0948,0.064806,./data/adl_imgs/adl-03-cam0-d-006.png
adl-03,007,-1,3.0758,3.1301,0.59315,130.4481,0.93742,1724.8441,934.9374,0.089468,./data/adl_imgs/adl-03-cam0-d-007.png
adl-03,008,-1,3.0455,3.0241,0.59807,118.069,0.93914,1728.0189,935.2715,0.084069,./data/adl_imgs/adl-03-cam0-d-008.png
adl-03,009,-1,2.971,3.0191,0.5754,122.1563,0.93212,1715.0998,935.7408,0.088463,./data/adl_imgs/adl-03-cam0-d-009.png
adl-03,010,-1,2.7324,2.6933,0.55256,114.8844,0.93374,1718.0903,990.0457,0.029825,./data/adl_imgs/adl-03-cam0-d-010.png
adl-03,011,-1,2.6575,2.6315,0.53771,117.0218,0.92723,1706.1096,986.8721,0.030204,./data/adl_imgs/adl-03-cam0-d-011.png
adl-03,012,-1,2.6538,2.9612,0.52465,108.7462,0.93408,1718.7034,951.9393,0.095502,./data/adl_imgs/adl-03-cam0-d-012.png
adl-03,013,-1,2.425,2.5432,0.49916,121.2036,0.91888,1690.7386,985.1389,0.032141,./data/adl_imgs/adl-03-cam0-d-013.png
adl-03,014,-1,2.641,2.9858,0.52695,105.8093,0.9274,1706.4124,941.4957,0.089406,./data/adl_imgs/adl-03-cam0-d-014.png
adl-03,015,-1,2.6933,2.8326,0.5668,110.1465,0.92595,1703.7525,957.0141,0.076977,./data/adl_imgs/adl-03-cam0-d-015.png
adl-03,016,-1,2.8592,3.033,0.59863,103.4545,0.90809,1670.8785,928.3701,0.087854,./data/adl_imgs/adl-03-cam0-d-016.png
adl-03,017,-1,2.6623,2.7205,0.5606,107.1743,0.9131,1680.1128,937.9805,0.071194,./data/adl_imgs/adl-03-cam0-d-017.png
adl-03,018,-1,2.6582,2.8889,0.53574,108.5626,0.92834,1708.1471,936.1131,0.074932,./data/adl_imgs/adl-03-cam0-d-018.png
adl-03,019,-1,2.5422,2.7055,0.54674,112.372,0.9355,1721.3108,943.502,0.06893,./data/adl_imgs/adl-03-cam0-d-019.png
adl-03,020,-1,2.3667,2.4928,0.52415,120.3551,0.93393,1718.4338,943.6013,0.069865,./data/adl_imgs/adl-03-cam0-d-020.png
adl-03,021,-1,2.6463,2.9741,0.53889,106.0827,0.93533,1721.0095,935.6737,0.081656,./data/adl_imgs/adl-03-cam0-d-021.png
adl-03,022,-1,2.3556,2.4743,0.55005,117.798,0.92574,1703.3566,932.5981,0.083468,./data/adl_imgs/adl-03-cam0-d-022.png
adl-03,023,-1,2.3556,2.5297,0.54413,119.9391,0.91895,1690.8755,939.7167,0.082065,./data/adl_imgs/adl-03-cam0-d-023.png
adl-03,024,-1,2.3516,2.6218,0.51987,116.7368,0.93315,1716.9915,947.292,0.07902,./data/adl_imgs/adl-03-cam0-d-024.png
adl-03,025,-1,2.4396,2.6831,0.50639,115.6944,0.9379,1725.7385,953.4688,0.079961,./data/adl_imgs/adl-03-cam0-d-025.png
adl-03,026,-1,2.3871,2.6048,0.51419,117.5529,0.93865,1727.1175,951.9885,0.071496,./data/adl_imgs/adl-03-cam0-d-026.png
adl-03,027,-1,2.4348,2.6477,0.49922,114.1273,0.92902,1709.3993,946.0862,0.074067,./data/adl_imgs/adl-03-cam0-d-027.png
adl-03,028,-1,2.4457,2.5856,0.5071,116.9427,0.92799,1707.4996,943.7827,0.074021,./data/adl_imgs/adl-03-cam0-d-028.png
adl-03,029,-1,2.4457,2.5486,0.5414,118.145,0.93917,1728.0812,942.71,0.073525,./data/adl_imgs/adl-03-cam0-d-029.png
adl-03,030,-1,2.3913,2.427,0.54541,119.3893,0.90994,1674.2956,940.3443,0.06785,./data/adl_imgs/adl-03-cam0-d-030.png
adl-03,031,-1,2.4945,2.5682,0.51895,114.5389,0.92228,1696.9933,947.9509,0.065299,./data/adl_imgs/adl-03-cam0-d-031.png
adl-03,032,-1,2.4835,2.5939,0.55674,115.495,0.92602,1703.8782,946.3801,0.064541,./data/adl_imgs/adl-03-cam0-d-032.png
adl-03,033,-1,2.5385,2.5536,0.56719,116.6307,0.94913,1746.4033,947.9507,0.059213,./data/adl_imgs/adl-03-cam0-d-033.png
adl-03,034,-1,2.087,2.1974,0.65274,122.7103,0.78482,1444.0653,900.7375,0.064094,./data/adl_imgs/adl-03-cam0-d-034.png
adl-03,035,-1,2.5053,2.5051,0.54175,117.1963,0.92614,1704.0955,943.8761,0.056821,./data/adl_imgs/adl-03-cam0-d-035.png
adl-03,036,-1,2.8095,2.7838,0.58278,109.2343,0.92741,1706.4331,936.0564,0.064312,./data/adl_imgs/adl-03-cam0-d-036.png
adl-03,037,-1,2.7041,2.557,0.51856,120.597,0.94692,1742.3245,920.3311,0.083092,./data/adl_imgs/adl-03-cam0-d-037.png
adl-03,038,-1,2.8061,2.8168,0.51581,118.2159,0.94086,1731.1892,888.0086,0.11927,./data/adl_imgs/adl-03-cam0-d-038.png
adl-03,039,-1,2.866,2.9512,0.51962,116.1481,0.94148,1732.3255,869.2059,0.14145,./data/adl_imgs/adl-03-cam0-d-039.png
adl-03,040,-1,3.1529,3.3261,0.56975,109.1388,0.90989,1674.1937,840.1761,0.16442,./data/adl_imgs/adl-03-cam0-d-040.png
adl-03,041,-1,2.4694,2.8726,0.58374,120.0423,0.80484,1480.9057,822.8298,0.16802,./data/adl_imgs/adl-03-cam0-d-041.png
adl-03,042,-1,2.0,2.327,0.5644,119.9728,0.67466,1241.374,713.3362,0.18522,./data/adl_imgs/adl-03-cam0-d-042.png
adl-03,043,-1,2.7865,3.0201,0.6284,122.6987,0.80346,1478.3673,826.883,0.14917,./data/adl_imgs/adl-03-cam0-d-043.png
adl-03,044,-1,2.9,3.0541,0.48548,121.1102,0.93604,1722.3159,838.6421,0.15889,./data/adl_imgs/adl-03-cam0-d-044.png
adl-03,045,-1,2.7843,2.952,0.51612,128.1913,0.90312,1661.7443,833.0781,0.1636,./data/adl_imgs/adl-03-cam0-d-045.png
adl-03,046,-1,2.2609,2.2874,0.63064,117.4684,0.79077,1455.0084,895.4732,0.042758,./data/adl_imgs/adl-03-cam0-d-046.png
adl-03,047,-1,2.5049,2.8401,0.55012,129.9461,0.79326,1459.5917,802.5276,0.16868,./data/adl_imgs/adl-03-cam0-d-047.png
adl-03,048,-1,2.7404,2.9612,0.5219,127.3381,0.88555,1629.4102,839.2758,0.16026,./data/adl_imgs/adl-03-cam0-d-048.png
adl-03,049,-1,2.6429,2.7649,0.58427,127.2348,0.79074,1454.9573,804.2979,0.16237,./data/adl_imgs/adl-03-cam0-d-049.png
adl-03,050,-1,2.766,2.7765,0.6169,124.6406,0.78938,1452.4555,808.4522,0.15474,./data/adl_imgs/adl-03-cam0-d-050.png
adl-03,051,-1,2.5784,2.71,0.59811,131.5527,0.7991,1470.339,783.9943,0.18591,./data/adl_imgs/adl-03-cam0-d-051.png
adl-03,052,-1,2.5524,2.7171,0.58611,131.1001,0.81507,1499.7322,782.836,0.18905,./data/adl_imgs/adl-03-cam0-d-052.png
adl-03,053,-1,2.4907,2.7435,0.59328,130.6069,0.80658,1484.1123,791.8319,0.18856,./data/adl_imgs/adl-03-cam0-d-053.png
adl-03,054,-1,2.5327,2.8477,0.58096,125.4135,0.80818,1487.0571,774.4899,0.20183,./data/adl_imgs/adl-03-cam0-d-054.png
adl-03,055,-1,2.3652,2.9344,0.54731,124.5527,0.82324,1514.7567,770.7104,0.21262,./data/adl_imgs/adl-03-cam0-d-055.png
adl-03,056,-1,2.4727,3.0216,0.55876,119.2789,0.8117,1493.5335,765.1211,0.2218,./data/adl_imgs/adl-03-cam0-d-056.png
adl-03,057,-1,3.1,3.7018,0.65121,113.3794,0.83064,1528.3796,768.7819,0.23,./data/adl_imgs/adl-03-cam0-d-057.png
adl-03,058,-1,2.4602,3.2542,0.4915,111.4657,0.8109,1492.0601,791.2382,0.20881,./data/adl_imgs/adl-03-cam0-d-058.png
adl-03,059,-1,2.6075,3.4295,0.46679,107.302,0.80144,1474.653,815.3005,0.18428,./data/adl_imgs/adl-03-cam0-d-059.png
adl-03,060,-1,3.2135,3.8777,0.55272,112.4081,0.8006,1473.1021,839.0819,0.16497,./data/adl_imgs/adl-03-cam0-d-060.png
adl-03,061,-1,3.494,4.3792,0.60445,107.1917,0.80359,1478.6148,775.9952,0.22455,./data/adl_imgs/adl-03-cam0-d-061.png
adl-03,062,-1,3.2308,4.3651,0.56489,109.2794,0.81295,1495.8227,744.4313,0.2658,./data/adl_imgs/adl-03-cam0-d-062.png
adl-03,063,-1,2.2748,3.719,0.41744,133.3873,0.81501,1499.6106,742.8838,0.27823,./data/adl_imgs/adl-03-cam0-d-063.png
adl-03,064,-1,2.3047,3.4216,0.43085,132.7856,0.80642,1483.811,741.4183,0.27439,./data/adl_imgs/adl-03-cam0-d-064.png
adl-03,065,-1,2.4958,3.475,0.45633,129.2597,0.80263,1476.8446,737.097,0.27629,./data/adl_imgs/adl-03-cam0-d-065.png
adl-03,066,-1,2.4667,3.4839,0.46151,121.5099,0.79986,1471.737,738.7512,0.27207,./data/adl_imgs/adl-03-cam0-d-066.png
adl-03,067,-1,2.4262,3.4943,0.4673,121.1977,0.80204,1475.7463,743.0439,0.27064,./data/adl_imgs/adl-03-cam0-d-067.png
adl-03,068,-1,2.5652,3.6283,0.50063,122.224,0.79614,1464.8958,741.2994,0.27202,./data/adl_imgs/adl-03-cam0-d-068.png
adl-03,069,-1,2.418,3.426,0.4701,120.7249,0.7884,1450.6526,743.5747,0.2697,./data/adl_imgs/adl-03-cam0-d-069.png
adl-03,070,-1,2.5614,3.7239,0.49462,112.626,0.77702,1429.7087,739.0577,0.28394,./data/adl_imgs/adl-03-cam0-d-070.png
adl-03,071,-1,2.7273,3.8984,0.48579,106.8188,0.79966,1471.3727,750.8218,0.27559,./data/adl_imgs/adl-03-cam0-d-071.png
adl-03,072,-1,3.0,4.1631,0.54831,99.9493,0.78878,1451.3586,748.3508,0.27832,./data/adl_imgs/adl-03-cam0-d-072.png
adl-03,073,-1,3.1702,4.4249,0.5724,93.9006,0.78307,1440.846,748.6572,0.27074,./data/adl_imgs/adl-03-cam0-d-073.png
adl-03,074,-1,3.4138,4.6963,0.61345,88.1762,0.7814,1437.7755,762.7436,0.25014,./data/adl_imgs/adl-03-cam0-d-074.png
